,method,roc-auc-mean,prc-auc-mean,ece-mean,mce-mean,nll-mean,brier-mean,roc-auc-std,prc-auc-std,ece-std,mce-std,nll-std,brier-std
0,DNN-rdkit-none,0.8451404326848179,0.46331212043811004,0.03351315912894077,0.5519569396144813,0.19986795582291153,0.0536550113765266,0.016169471939230066,0.04007431378401476,0.0011988741728308134,0.07064074541349116,0.004079352541446481,0.0005323534605790404
1,DNN-rdkit-MCDropout,0.8493590409347033,0.47017929504363004,0.02593041819313334,0.49026213213801384,0.18851394206285477,0.05099552848890614,0.013672157818520124,0.037422759989475064,0.0009175407999772608,0.07536357229535111,0.001204553900793173,0.0001708935012319843
2,DNN-rdkit-TemperatureScaling,0.8451404326848179,0.46331212043811004,0.03378901224479907,0.515902954671118,0.19447512345181572,0.053410040258710684,0.016169471939230066,0.04007431378401476,0.0022527023254994816,0.05613410758258021,0.001585225048204273,0.00045105397037393163
3,DNN-rdkit-SWAG,0.8495908354722235,0.47180870921649204,0.025551413211764563,0.4904809834228622,0.18817507051345375,0.050861783228380975,0.012878455447016681,0.03720065009847477,0.0009002085849812372,0.019400959036701318,0.0007812367346693033,0.0002864944848208707
4,DNN-rdkit-BBP,0.8216428131054315,0.38683083365786847,0.02931310678832233,0.35388295104106265,0.20522337779402733,0.05650675537472844,0.003286429448259628,0.026475884276805833,0.0017962400341678929,0.028001021690275067,0.005384682104369985,0.0010508335170951362
5,DNN-rdkit-SGLD,0.8113766883080116,0.30639408927200323,0.08638068402392997,0.24381268355581498,0.2568126461572117,0.06853004078014846,0.006658320397254357,0.0044229342956052286,0.0038440886205214704,0.037319104377347076,0.008417860297282835,0.0027566975197586916
6,DNN-rdkit-DeepEnsembles,0.8544394839185562,0.47984925057658606,0.02706473829069485,0.5066940829985672,0.184929850200812,0.05055109086512167,0.010106630878103288,0.03255609583270134,0.002520786694285458,0.028742798056442902,0.001820591744544353,0.0004536034507290617
7,DNN-rdkit-FocalLoss,0.842152985853757,0.4654674240202679,0.08294793570207225,0.37498078950577307,0.2264730530894465,0.05865701386670097,0.012046347067672268,0.03800806798733167,0.006472382862676459,0.010408534515533547,0.005452366594350219,0.000996993548700454
